drugbank_id	category	entrez_gene_id	source	target	edges
DB00001	target	2147	Compound::DB00001	Gene::2147	DRUGBANK::target::Compound:Gene
DB00002	target	1956	Compound::DB00002	Gene::1956	DRUGBANK::target::Compound:Gene
DB00002	target	2215	Compound::DB00002	Gene::2215	DRUGBANK::target::Compound:Gene
DB00002	target	715	Compound::DB00002	Gene::715	DRUGBANK::target::Compound:Gene
DB00002	target	712	Compound::DB00002	Gene::712	DRUGBANK::target::Compound:Gene
DB00002	target	713	Compound::DB00002	Gene::713	DRUGBANK::target::Compound:Gene
DB00002	target	714	Compound::DB00002	Gene::714	DRUGBANK::target::Compound:Gene
DB00002	target	2214	Compound::DB00002	Gene::2214	DRUGBANK::target::Compound:Gene
DB00002	target	716	Compound::DB00002	Gene::716	DRUGBANK::target::Compound:Gene
DB00002	target	2209	Compound::DB00002	Gene::2209	DRUGBANK::target::Compound:Gene
DB00002	target	2212	Compound::DB00002	Gene::2212	DRUGBANK::target::Compound:Gene
DB00002	target	2213	Compound::DB00002	Gene::2213	DRUGBANK::target::Compound:Gene
DB00002	target	9103	Compound::DB00002	Gene::9103	DRUGBANK::target::Compound:Gene
DB00004	target	3559	Compound::DB00004	Gene::3559	DRUGBANK::target::Compound:Gene
DB00004	target	3560	Compound::DB00004	Gene::3560	DRUGBANK::target::Compound:Gene
DB00004	target	3561	Compound::DB00004	Gene::3561	DRUGBANK::target::Compound:Gene
DB00005	target	2215	Compound::DB00005	Gene::2215	DRUGBANK::target::Compound:Gene
DB00005	target	715	Compound::DB00005	Gene::715	DRUGBANK::target::Compound:Gene
DB00005	target	712	Compound::DB00005	Gene::712	DRUGBANK::target::Compound:Gene
DB00005	target	713	Compound::DB00005	Gene::713	DRUGBANK::target::Compound:Gene
DB00005	target	714	Compound::DB00005	Gene::714	DRUGBANK::target::Compound:Gene
DB00005	target	2214	Compound::DB00005	Gene::2214	DRUGBANK::target::Compound:Gene
DB00005	target	716	Compound::DB00005	Gene::716	DRUGBANK::target::Compound:Gene
DB00005	target	2209	Compound::DB00005	Gene::2209	DRUGBANK::target::Compound:Gene
DB00005	target	2212	Compound::DB00005	Gene::2212	DRUGBANK::target::Compound:Gene
DB00005	target	2213	Compound::DB00005	Gene::2213	DRUGBANK::target::Compound:Gene
DB00005	target	9103	Compound::DB00005	Gene::9103	DRUGBANK::target::Compound:Gene
DB00005	target	7124	Compound::DB00005	Gene::7124	DRUGBANK::target::Compound:Gene
DB00005	target	7133	Compound::DB00005	Gene::7133	DRUGBANK::target::Compound:Gene
DB00005	target	4049	Compound::DB00005	Gene::4049	DRUGBANK::target::Compound:Gene
DB00006	target	2147	Compound::DB00006	Gene::2147	DRUGBANK::target::Compound:Gene
DB00006	enzyme	4353	Compound::DB00006	Gene::4353	DRUGBANK::enzyme::Compound:Gene
DB00007	target	2798	Compound::DB00007	Gene::2798	DRUGBANK::target::Compound:Gene
DB00007	enzyme	1576	Compound::DB00007	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00008	target	3455	Compound::DB00008	Gene::3455	DRUGBANK::target::Compound:Gene
DB00008	target	3454	Compound::DB00008	Gene::3454	DRUGBANK::target::Compound:Gene
DB00008	enzyme	1544	Compound::DB00008	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00009	target	5340	Compound::DB00009	Gene::5340	DRUGBANK::target::Compound:Gene
DB00009	target	2243	Compound::DB00009	Gene::2243	DRUGBANK::target::Compound:Gene
DB00009	target	5329	Compound::DB00009	Gene::5329	DRUGBANK::target::Compound:Gene
DB00009	target	5054	Compound::DB00009	Gene::5054	DRUGBANK::target::Compound:Gene
DB00010	target	2692	Compound::DB00010	Gene::2692	DRUGBANK::target::Compound:Gene
DB00011	target	3455	Compound::DB00011	Gene::3455	DRUGBANK::target::Compound:Gene
DB00011	target	3454	Compound::DB00011	Gene::3454	DRUGBANK::target::Compound:Gene
DB00011	enzyme	1544	Compound::DB00011	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00012	target	2057	Compound::DB00012	Gene::2057	DRUGBANK::target::Compound:Gene
DB00013	target	5340	Compound::DB00013	Gene::5340	DRUGBANK::target::Compound:Gene
DB00013	target	5329	Compound::DB00013	Gene::5329	DRUGBANK::target::Compound:Gene
DB00013	target	5054	Compound::DB00013	Gene::5054	DRUGBANK::target::Compound:Gene
DB00013	target	5055	Compound::DB00013	Gene::5055	DRUGBANK::target::Compound:Gene
DB00013	target	5104	Compound::DB00013	Gene::5104	DRUGBANK::target::Compound:Gene
DB00013	target	4036	Compound::DB00013	Gene::4036	DRUGBANK::target::Compound:Gene
DB00013	target	6768	Compound::DB00013	Gene::6768	DRUGBANK::target::Compound:Gene
DB00013	target	4811	Compound::DB00013	Gene::4811	DRUGBANK::target::Compound:Gene
DB00013	enzyme	4321	Compound::DB00013	Gene::4321	DRUGBANK::enzyme::Compound:Gene
DB00014	target	2798	Compound::DB00014	Gene::2798	DRUGBANK::target::Compound:Gene
DB00014	target	3973	Compound::DB00014	Gene::3973	DRUGBANK::target::Compound:Gene
DB00015	target	5340	Compound::DB00015	Gene::5340	DRUGBANK::target::Compound:Gene
DB00015	target	2243	Compound::DB00015	Gene::2243	DRUGBANK::target::Compound:Gene
DB00015	target	5329	Compound::DB00015	Gene::5329	DRUGBANK::target::Compound:Gene
DB00015	target	5054	Compound::DB00015	Gene::5054	DRUGBANK::target::Compound:Gene
DB00016	target	2057	Compound::DB00016	Gene::2057	DRUGBANK::target::Compound:Gene
DB00017	target	799	Compound::DB00017	Gene::799	DRUGBANK::target::Compound:Gene
DB00018	target	3455	Compound::DB00018	Gene::3455	DRUGBANK::target::Compound:Gene
DB00018	target	3454	Compound::DB00018	Gene::3454	DRUGBANK::target::Compound:Gene
DB00018	enzyme	1544	Compound::DB00018	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00019	target	1441	Compound::DB00019	Gene::1441	DRUGBANK::target::Compound:Gene
DB00019	enzyme	1991	Compound::DB00019	Gene::1991	DRUGBANK::enzyme::Compound:Gene
DB00020	target	1438	Compound::DB00020	Gene::1438	DRUGBANK::target::Compound:Gene
DB00020	target	3563	Compound::DB00020	Gene::3563	DRUGBANK::target::Compound:Gene
DB00020	target	1439	Compound::DB00020	Gene::1439	DRUGBANK::target::Compound:Gene
DB00020	target	6383	Compound::DB00020	Gene::6383	DRUGBANK::target::Compound:Gene
DB00020	target	5553	Compound::DB00020	Gene::5553	DRUGBANK::target::Compound:Gene
DB00022	target	3455	Compound::DB00022	Gene::3455	DRUGBANK::target::Compound:Gene
DB00022	target	3454	Compound::DB00022	Gene::3454	DRUGBANK::target::Compound:Gene
DB00022	enzyme	1544	Compound::DB00022	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00022	enzyme	1565	Compound::DB00022	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00022	enzyme	1559	Compound::DB00022	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00023	carrier	6906	Compound::DB00023	Gene::6906	DRUGBANK::carrier::Compound:Gene
DB00024	target	7253	Compound::DB00024	Gene::7253	DRUGBANK::target::Compound:Gene
DB00025	enzyme	2147	Compound::DB00025	Gene::2147	DRUGBANK::enzyme::Compound:Gene
DB00025	target	2159	Compound::DB00025	Gene::2159	DRUGBANK::target::Compound:Gene
DB00025	target	2158	Compound::DB00025	Gene::2158	DRUGBANK::target::Compound:Gene
DB00025	target	7450	Compound::DB00025	Gene::7450	DRUGBANK::target::Compound:Gene
DB00025	target	5264	Compound::DB00025	Gene::5264	DRUGBANK::target::Compound:Gene
DB00025	target	433	Compound::DB00025	Gene::433	DRUGBANK::target::Compound:Gene
DB00025	target	3309	Compound::DB00025	Gene::3309	DRUGBANK::target::Compound:Gene
DB00025	target	811	Compound::DB00025	Gene::811	DRUGBANK::target::Compound:Gene
DB00025	target	821	Compound::DB00025	Gene::821	DRUGBANK::target::Compound:Gene
DB00025	target	3998	Compound::DB00025	Gene::3998	DRUGBANK::target::Compound:Gene
DB00025	target	4035	Compound::DB00025	Gene::4035	DRUGBANK::target::Compound:Gene
DB00025	target	90411	Compound::DB00025	Gene::90411	DRUGBANK::target::Compound:Gene
DB00025	enzyme	5624	Compound::DB00025	Gene::5624	DRUGBANK::enzyme::Compound:Gene
DB00026	target	3554	Compound::DB00026	Gene::3554	DRUGBANK::target::Compound:Gene
DB00027	transporter	5243	Compound::DB00027	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00028	target	2215	Compound::DB00028	Gene::2215	DRUGBANK::target::Compound:Gene
DB00028	target	2214	Compound::DB00028	Gene::2214	DRUGBANK::target::Compound:Gene
DB00028	target	2209	Compound::DB00028	Gene::2209	DRUGBANK::target::Compound:Gene
DB00028	target	2212	Compound::DB00028	Gene::2212	DRUGBANK::target::Compound:Gene
DB00028	target	2213	Compound::DB00028	Gene::2213	DRUGBANK::target::Compound:Gene
DB00028	target	9103	Compound::DB00028	Gene::9103	DRUGBANK::target::Compound:Gene
DB00028	target	2210	Compound::DB00028	Gene::2210	DRUGBANK::target::Compound:Gene
DB00028	target	718	Compound::DB00028	Gene::718	DRUGBANK::target::Compound:Gene
DB00028	target	720	Compound::DB00028	Gene::720	DRUGBANK::target::Compound:Gene
DB00028	target	721	Compound::DB00028	Gene::721	DRUGBANK::target::Compound:Gene
DB00028	target	100293534	Compound::DB00028	Gene::100293534	DRUGBANK::target::Compound:Gene
DB00028	target	721	Compound::DB00028	Gene::721	DRUGBANK::target::Compound:Gene
DB00028	target	727	Compound::DB00028	Gene::727	DRUGBANK::target::Compound:Gene
DB00029	target	5340	Compound::DB00029	Gene::5340	DRUGBANK::target::Compound:Gene
DB00029	target	2243	Compound::DB00029	Gene::2243	DRUGBANK::target::Compound:Gene
DB00029	target	5329	Compound::DB00029	Gene::5329	DRUGBANK::target::Compound:Gene
DB00029	target	5054	Compound::DB00029	Gene::5054	DRUGBANK::target::Compound:Gene
DB00030	enzyme	1544	Compound::DB00030	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00030	target	3643	Compound::DB00030	Gene::3643	DRUGBANK::target::Compound:Gene
DB00030	target	3480	Compound::DB00030	Gene::3480	DRUGBANK::target::Compound:Gene
DB00030	target	5925	Compound::DB00030	Gene::5925	DRUGBANK::target::Compound:Gene
DB00030	target	1363	Compound::DB00030	Gene::1363	DRUGBANK::target::Compound:Gene
DB00030	enzyme	3416	Compound::DB00030	Gene::3416	DRUGBANK::enzyme::Compound:Gene
DB00030	enzyme	5126	Compound::DB00030	Gene::5126	DRUGBANK::enzyme::Compound:Gene
DB00030	enzyme	5122	Compound::DB00030	Gene::5122	DRUGBANK::enzyme::Compound:Gene
DB00031	target	5340	Compound::DB00031	Gene::5340	DRUGBANK::target::Compound:Gene
DB00031	target	2243	Compound::DB00031	Gene::2243	DRUGBANK::target::Compound:Gene
DB00031	target	5329	Compound::DB00031	Gene::5329	DRUGBANK::target::Compound:Gene
DB00031	target	5054	Compound::DB00031	Gene::5054	DRUGBANK::target::Compound:Gene
DB00031	target	5055	Compound::DB00031	Gene::5055	DRUGBANK::target::Compound:Gene
DB00031	target	811	Compound::DB00031	Gene::811	DRUGBANK::target::Compound:Gene
DB00031	target	821	Compound::DB00031	Gene::821	DRUGBANK::target::Compound:Gene
DB00031	target	4035	Compound::DB00031	Gene::4035	DRUGBANK::target::Compound:Gene
DB00031	target	7123	Compound::DB00031	Gene::7123	DRUGBANK::target::Compound:Gene
DB00031	target	3856	Compound::DB00031	Gene::3856	DRUGBANK::target::Compound:Gene
DB00031	target	302	Compound::DB00031	Gene::302	DRUGBANK::target::Compound:Gene
DB00032	target	3973	Compound::DB00032	Gene::3973	DRUGBANK::target::Compound:Gene
DB00032	target	2492	Compound::DB00032	Gene::2492	DRUGBANK::target::Compound:Gene
DB00033	enzyme	1544	Compound::DB00033	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00033	target	3459	Compound::DB00033	Gene::3459	DRUGBANK::target::Compound:Gene
DB00033	target	3460	Compound::DB00033	Gene::3460	DRUGBANK::target::Compound:Gene
DB00034	target	3455	Compound::DB00034	Gene::3455	DRUGBANK::target::Compound:Gene
DB00034	target	3454	Compound::DB00034	Gene::3454	DRUGBANK::target::Compound:Gene
DB00034	enzyme	1544	Compound::DB00034	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00035	target	554	Compound::DB00035	Gene::554	DRUGBANK::target::Compound:Gene
DB00035	target	552	Compound::DB00035	Gene::552	DRUGBANK::target::Compound:Gene
DB00035	target	553	Compound::DB00035	Gene::553	DRUGBANK::target::Compound:Gene
DB00035	enzyme	5742	Compound::DB00035	Gene::5742	DRUGBANK::enzyme::Compound:Gene
DB00035	enzyme	5743	Compound::DB00035	Gene::5743	DRUGBANK::enzyme::Compound:Gene
DB00036	target	2159	Compound::DB00036	Gene::2159	DRUGBANK::target::Compound:Gene
DB00036	target	3249	Compound::DB00036	Gene::3249	DRUGBANK::target::Compound:Gene
DB00036	target	7035	Compound::DB00036	Gene::7035	DRUGBANK::target::Compound:Gene
DB00036	target	2677	Compound::DB00036	Gene::2677	DRUGBANK::target::Compound:Gene
DB00036	target	2155	Compound::DB00036	Gene::2155	DRUGBANK::target::Compound:Gene
DB00036	target	2152	Compound::DB00036	Gene::2152	DRUGBANK::target::Compound:Gene
DB00038	target	3590	Compound::DB00038	Gene::3590	DRUGBANK::target::Compound:Gene
DB00039	target	2263	Compound::DB00039	Gene::2263	DRUGBANK::target::Compound:Gene
DB00039	target	8829	Compound::DB00039	Gene::8829	DRUGBANK::target::Compound:Gene
DB00039	target	2260	Compound::DB00039	Gene::2260	DRUGBANK::target::Compound:Gene
DB00039	target	2264	Compound::DB00039	Gene::2264	DRUGBANK::target::Compound:Gene
DB00039	target	2261	Compound::DB00039	Gene::2261	DRUGBANK::target::Compound:Gene
DB00039	target	3339	Compound::DB00039	Gene::3339	DRUGBANK::target::Compound:Gene
DB00040	target	2642	Compound::DB00040	Gene::2642	DRUGBANK::target::Compound:Gene
DB00040	target	9340	Compound::DB00040	Gene::9340	DRUGBANK::target::Compound:Gene
DB00040	target	2740	Compound::DB00040	Gene::2740	DRUGBANK::target::Compound:Gene
DB00041	target	3559	Compound::DB00041	Gene::3559	DRUGBANK::target::Compound:Gene
DB00041	target	3560	Compound::DB00041	Gene::3560	DRUGBANK::target::Compound:Gene
DB00041	target	3561	Compound::DB00041	Gene::3561	DRUGBANK::target::Compound:Gene
DB00041	enzyme	1576	Compound::DB00041	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00041	enzyme	5743	Compound::DB00041	Gene::5743	DRUGBANK::enzyme::Compound:Gene
DB00041	enzyme	5321	Compound::DB00041	Gene::5321	DRUGBANK::enzyme::Compound:Gene
DB00041	enzyme	7498	Compound::DB00041	Gene::7498	DRUGBANK::enzyme::Compound:Gene
DB00041	enzyme	1571	Compound::DB00041	Gene::1571	DRUGBANK::enzyme::Compound:Gene
DB00042	target	6844	Compound::DB00042	Gene::6844	DRUGBANK::target::Compound:Gene
DB00042	target	6843	Compound::DB00042	Gene::6843	DRUGBANK::target::Compound:Gene
DB00042	target	127833	Compound::DB00042	Gene::127833	DRUGBANK::target::Compound:Gene
DB00043	target	2205	Compound::DB00043	Gene::2205	DRUGBANK::target::Compound:Gene
DB00043	target	2206	Compound::DB00043	Gene::2206	DRUGBANK::target::Compound:Gene
DB00044	target	3973	Compound::DB00044	Gene::3973	DRUGBANK::target::Compound:Gene
DB00045	target	7097	Compound::DB00045	Gene::7097	DRUGBANK::target::Compound:Gene
DB00046	enzyme	1544	Compound::DB00046	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00046	target	3643	Compound::DB00046	Gene::3643	DRUGBANK::target::Compound:Gene
DB00046	target	3480	Compound::DB00046	Gene::3480	DRUGBANK::target::Compound:Gene
DB00047	enzyme	1544	Compound::DB00047	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00047	target	3643	Compound::DB00047	Gene::3643	DRUGBANK::target::Compound:Gene
DB00047	target	3480	Compound::DB00047	Gene::3480	DRUGBANK::target::Compound:Gene
DB00048	target	1277	Compound::DB00048	Gene::1277	DRUGBANK::target::Compound:Gene
DB00048	target	1280	Compound::DB00048	Gene::1280	DRUGBANK::target::Compound:Gene
DB00048	target	1281	Compound::DB00048	Gene::1281	DRUGBANK::target::Compound:Gene
DB00048	target	1278	Compound::DB00048	Gene::1278	DRUGBANK::target::Compound:Gene
DB00050	target	2798	Compound::DB00050	Gene::2798	DRUGBANK::target::Compound:Gene
DB00050	target	3973	Compound::DB00050	Gene::3973	DRUGBANK::target::Compound:Gene
DB00051	target	7124	Compound::DB00051	Gene::7124	DRUGBANK::target::Compound:Gene
DB00052	target	2690	Compound::DB00052	Gene::2690	DRUGBANK::target::Compound:Gene
DB00052	target	5618	Compound::DB00052	Gene::5618	DRUGBANK::target::Compound:Gene
DB00054	target	2215	Compound::DB00054	Gene::2215	DRUGBANK::target::Compound:Gene
DB00054	target	715	Compound::DB00054	Gene::715	DRUGBANK::target::Compound:Gene
DB00054	target	712	Compound::DB00054	Gene::712	DRUGBANK::target::Compound:Gene
DB00054	target	713	Compound::DB00054	Gene::713	DRUGBANK::target::Compound:Gene
DB00054	target	714	Compound::DB00054	Gene::714	DRUGBANK::target::Compound:Gene
DB00054	target	2214	Compound::DB00054	Gene::2214	DRUGBANK::target::Compound:Gene
DB00054	target	716	Compound::DB00054	Gene::716	DRUGBANK::target::Compound:Gene
DB00054	target	2209	Compound::DB00054	Gene::2209	DRUGBANK::target::Compound:Gene
DB00054	target	2212	Compound::DB00054	Gene::2212	DRUGBANK::target::Compound:Gene
DB00054	target	2213	Compound::DB00054	Gene::2213	DRUGBANK::target::Compound:Gene
DB00054	target	9103	Compound::DB00054	Gene::9103	DRUGBANK::target::Compound:Gene
DB00054	target	3690	Compound::DB00054	Gene::3690	DRUGBANK::target::Compound:Gene
DB00054	target	3674	Compound::DB00054	Gene::3674	DRUGBANK::target::Compound:Gene
DB00054	target	7448	Compound::DB00054	Gene::7448	DRUGBANK::target::Compound:Gene
DB00055	target	2147	Compound::DB00055	Gene::2147	DRUGBANK::target::Compound:Gene
DB00055	target	5054	Compound::DB00055	Gene::5054	DRUGBANK::target::Compound:Gene
DB00055	target	5104	Compound::DB00055	Gene::5104	DRUGBANK::target::Compound:Gene
DB00055	target	2677	Compound::DB00055	Gene::2677	DRUGBANK::target::Compound:Gene
DB00055	target	2157	Compound::DB00055	Gene::2157	DRUGBANK::target::Compound:Gene
DB00055	target	2153	Compound::DB00055	Gene::2153	DRUGBANK::target::Compound:Gene
DB00055	target	7056	Compound::DB00055	Gene::7056	DRUGBANK::target::Compound:Gene
DB00055	target	5627	Compound::DB00055	Gene::5627	DRUGBANK::target::Compound:Gene
DB00055	target	1356	Compound::DB00055	Gene::1356	DRUGBANK::target::Compound:Gene
DB00055	target	5196	Compound::DB00055	Gene::5196	DRUGBANK::target::Compound:Gene
DB00055	target	5269	Compound::DB00055	Gene::5269	DRUGBANK::target::Compound:Gene
DB00055	target	10544	Compound::DB00055	Gene::10544	DRUGBANK::target::Compound:Gene
DB00056	target	2215	Compound::DB00056	Gene::2215	DRUGBANK::target::Compound:Gene
DB00056	target	715	Compound::DB00056	Gene::715	DRUGBANK::target::Compound:Gene
DB00056	target	712	Compound::DB00056	Gene::712	DRUGBANK::target::Compound:Gene
DB00056	target	713	Compound::DB00056	Gene::713	DRUGBANK::target::Compound:Gene
DB00056	target	714	Compound::DB00056	Gene::714	DRUGBANK::target::Compound:Gene
DB00056	target	2214	Compound::DB00056	Gene::2214	DRUGBANK::target::Compound:Gene
DB00056	target	716	Compound::DB00056	Gene::716	DRUGBANK::target::Compound:Gene
DB00056	target	2209	Compound::DB00056	Gene::2209	DRUGBANK::target::Compound:Gene
DB00056	target	2212	Compound::DB00056	Gene::2212	DRUGBANK::target::Compound:Gene
DB00056	target	2213	Compound::DB00056	Gene::2213	DRUGBANK::target::Compound:Gene
DB00056	target	9103	Compound::DB00056	Gene::9103	DRUGBANK::target::Compound:Gene
DB00056	target	945	Compound::DB00056	Gene::945	DRUGBANK::target::Compound:Gene
DB00058	target	1991	Compound::DB00058	Gene::1991	DRUGBANK::target::Compound:Gene
DB00059	carrier	6906	Compound::DB00059	Gene::6906	DRUGBANK::carrier::Compound:Gene
DB00060	target	3455	Compound::DB00060	Gene::3455	DRUGBANK::target::Compound:Gene
DB00060	target	3454	Compound::DB00060	Gene::3454	DRUGBANK::target::Compound:Gene
DB00060	enzyme	1544	Compound::DB00060	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00061	target	2885	Compound::DB00061	Gene::2885	DRUGBANK::target::Compound:Gene
DB00063	target	3690	Compound::DB00063	Gene::3690	DRUGBANK::target::Compound:Gene
DB00065	target	7124	Compound::DB00065	Gene::7124	DRUGBANK::target::Compound:Gene
DB00066	target	2492	Compound::DB00066	Gene::2492	DRUGBANK::target::Compound:Gene
DB00067	target	554	Compound::DB00067	Gene::554	DRUGBANK::target::Compound:Gene
DB00067	target	552	Compound::DB00067	Gene::552	DRUGBANK::target::Compound:Gene
DB00067	target	553	Compound::DB00067	Gene::553	DRUGBANK::target::Compound:Gene
DB00067	transporter	1244	Compound::DB00067	Gene::1244	DRUGBANK::transporter::Compound:Gene
DB00068	target	3455	Compound::DB00068	Gene::3455	DRUGBANK::target::Compound:Gene
DB00068	target	3454	Compound::DB00068	Gene::3454	DRUGBANK::target::Compound:Gene
DB00068	enzyme	1544	Compound::DB00068	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00069	target	3455	Compound::DB00069	Gene::3455	DRUGBANK::target::Compound:Gene
DB00069	target	3454	Compound::DB00069	Gene::3454	DRUGBANK::target::Compound:Gene
DB00069	enzyme	1544	Compound::DB00069	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00070	target	7040	Compound::DB00070	Gene::7040	DRUGBANK::target::Compound:Gene
DB00070	carrier	213	Compound::DB00070	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00071	enzyme	1544	Compound::DB00071	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00071	target	4036	Compound::DB00071	Gene::4036	DRUGBANK::target::Compound:Gene
DB00071	target	3643	Compound::DB00071	Gene::3643	DRUGBANK::target::Compound:Gene
DB00071	target	3480	Compound::DB00071	Gene::3480	DRUGBANK::target::Compound:Gene
DB00071	target	5925	Compound::DB00071	Gene::5925	DRUGBANK::target::Compound:Gene
DB00071	target	1363	Compound::DB00071	Gene::1363	DRUGBANK::target::Compound:Gene
DB00071	target	3416	Compound::DB00071	Gene::3416	DRUGBANK::target::Compound:Gene
DB00071	target	5126	Compound::DB00071	Gene::5126	DRUGBANK::target::Compound:Gene
DB00071	target	5122	Compound::DB00071	Gene::5122	DRUGBANK::target::Compound:Gene
DB00071	target	3118	Compound::DB00071	Gene::3118	DRUGBANK::target::Compound:Gene
DB00071	target	3119	Compound::DB00071	Gene::3119	DRUGBANK::target::Compound:Gene
DB00071	target	1509	Compound::DB00071	Gene::1509	DRUGBANK::target::Compound:Gene
DB00071	target	4856	Compound::DB00071	Gene::4856	DRUGBANK::target::Compound:Gene
DB00071	target	3490	Compound::DB00071	Gene::3490	DRUGBANK::target::Compound:Gene
DB00071	target	94121	Compound::DB00071	Gene::94121	DRUGBANK::target::Compound:Gene
DB00072	target	1956	Compound::DB00072	Gene::1956	DRUGBANK::target::Compound:Gene
DB00072	target	2215	Compound::DB00072	Gene::2215	DRUGBANK::target::Compound:Gene
DB00072	target	715	Compound::DB00072	Gene::715	DRUGBANK::target::Compound:Gene
DB00072	target	712	Compound::DB00072	Gene::712	DRUGBANK::target::Compound:Gene
DB00072	target	713	Compound::DB00072	Gene::713	DRUGBANK::target::Compound:Gene
DB00072	target	714	Compound::DB00072	Gene::714	DRUGBANK::target::Compound:Gene
DB00072	target	2214	Compound::DB00072	Gene::2214	DRUGBANK::target::Compound:Gene
DB00072	target	716	Compound::DB00072	Gene::716	DRUGBANK::target::Compound:Gene
DB00072	target	2209	Compound::DB00072	Gene::2209	DRUGBANK::target::Compound:Gene
DB00072	target	2212	Compound::DB00072	Gene::2212	DRUGBANK::target::Compound:Gene
DB00072	target	2213	Compound::DB00072	Gene::2213	DRUGBANK::target::Compound:Gene
DB00072	target	9103	Compound::DB00072	Gene::9103	DRUGBANK::target::Compound:Gene
DB00072	target	2064	Compound::DB00072	Gene::2064	DRUGBANK::target::Compound:Gene
DB00073	target	931	Compound::DB00073	Gene::931	DRUGBANK::target::Compound:Gene
DB00074	target	2215	Compound::DB00074	Gene::2215	DRUGBANK::target::Compound:Gene
DB00074	target	715	Compound::DB00074	Gene::715	DRUGBANK::target::Compound:Gene
DB00074	target	712	Compound::DB00074	Gene::712	DRUGBANK::target::Compound:Gene
DB00074	target	713	Compound::DB00074	Gene::713	DRUGBANK::target::Compound:Gene
DB00074	target	714	Compound::DB00074	Gene::714	DRUGBANK::target::Compound:Gene
DB00074	target	2214	Compound::DB00074	Gene::2214	DRUGBANK::target::Compound:Gene
DB00074	target	716	Compound::DB00074	Gene::716	DRUGBANK::target::Compound:Gene
DB00074	target	2209	Compound::DB00074	Gene::2209	DRUGBANK::target::Compound:Gene
DB00074	target	2212	Compound::DB00074	Gene::2212	DRUGBANK::target::Compound:Gene
DB00074	target	2213	Compound::DB00074	Gene::2213	DRUGBANK::target::Compound:Gene
DB00074	target	9103	Compound::DB00074	Gene::9103	DRUGBANK::target::Compound:Gene
DB00074	target	3559	Compound::DB00074	Gene::3559	DRUGBANK::target::Compound:Gene
DB00074	target	3560	Compound::DB00074	Gene::3560	DRUGBANK::target::Compound:Gene
DB00075	target	2215	Compound::DB00075	Gene::2215	DRUGBANK::target::Compound:Gene
DB00075	target	715	Compound::DB00075	Gene::715	DRUGBANK::target::Compound:Gene
DB00075	target	712	Compound::DB00075	Gene::712	DRUGBANK::target::Compound:Gene
DB00075	target	713	Compound::DB00075	Gene::713	DRUGBANK::target::Compound:Gene
DB00075	target	714	Compound::DB00075	Gene::714	DRUGBANK::target::Compound:Gene
DB00075	target	2214	Compound::DB00075	Gene::2214	DRUGBANK::target::Compound:Gene
DB00075	target	716	Compound::DB00075	Gene::716	DRUGBANK::target::Compound:Gene
DB00075	target	2209	Compound::DB00075	Gene::2209	DRUGBANK::target::Compound:Gene
DB00075	target	2212	Compound::DB00075	Gene::2212	DRUGBANK::target::Compound:Gene
DB00075	target	2213	Compound::DB00075	Gene::2213	DRUGBANK::target::Compound:Gene
DB00075	target	9103	Compound::DB00075	Gene::9103	DRUGBANK::target::Compound:Gene
DB00075	target	915	Compound::DB00075	Gene::915	DRUGBANK::target::Compound:Gene
DB00075	target	916	Compound::DB00075	Gene::916	DRUGBANK::target::Compound:Gene
DB00075	target	917	Compound::DB00075	Gene::917	DRUGBANK::target::Compound:Gene
DB00075	target	919	Compound::DB00075	Gene::919	DRUGBANK::target::Compound:Gene
DB00078	target	2215	Compound::DB00078	Gene::2215	DRUGBANK::target::Compound:Gene
DB00078	target	715	Compound::DB00078	Gene::715	DRUGBANK::target::Compound:Gene
DB00078	target	712	Compound::DB00078	Gene::712	DRUGBANK::target::Compound:Gene
DB00078	target	713	Compound::DB00078	Gene::713	DRUGBANK::target::Compound:Gene
DB00078	target	714	Compound::DB00078	Gene::714	DRUGBANK::target::Compound:Gene
DB00078	target	2214	Compound::DB00078	Gene::2214	DRUGBANK::target::Compound:Gene
DB00078	target	716	Compound::DB00078	Gene::716	DRUGBANK::target::Compound:Gene
DB00078	target	2209	Compound::DB00078	Gene::2209	DRUGBANK::target::Compound:Gene
DB00078	target	2212	Compound::DB00078	Gene::2212	DRUGBANK::target::Compound:Gene
